date,tile,ID_PARCEL,ndvi_mean,ndvi_median,px_count,cloud_scene
2023-03-16,31TDJ,5062382,0.24291672706604003,0.2371017038822174,20,0.000619
2023-03-16,31TDJ,5067431,0.21337091355096727,0.20533928275108337,42,0.000619
2023-03-16,31TDJ,5079379,0.41119013423413303,0.42469337582588196,113,0.000619
2023-03-16,31TDJ,10023174,0.2508436299986758,0.2470777928829193,59,0.000619
2023-03-16,31TDJ,5096246,0.20716347871003327,0.20190322399139404,270,0.000619
2023-03-16,31TDJ,3764733,0.14602327346801758,0.11110849678516388,96,0.000619
2023-03-16,31TDJ,5134445,0.17086962649696752,0.15680044889450073,114,0.000619
2023-03-16,31TDJ,5166407,0.26304031062770533,0.26854267716407776,74,0.000619
2023-03-16,31TDJ,5204395,0.23932255869326385,0.24259145557880402,23,0.000619
2023-03-16,31TDJ,5222670,0.17416241963704426,0.15754404664039612,30,0.000619
2023-03-16,31TDJ,5244128,0.1817045109246367,0.18400000035762787,93,0.000619
2023-03-16,31TDJ,5259015,0.37483603613717215,0.37377890944480896,7,0.000619
2023-03-16,31TDJ,5266584,0.23163494514826996,0.22820423543453217,443,0.000619
2023-03-16,31TDJ,5281848,0.3015279926237513,0.29632946848869324,61,0.000619
2023-03-16,31TDJ,5342075,0.2827392896016439,0.2831389307975769,15,0.000619
2023-03-16,31TDJ,5356487,0.3268741260875355,0.33226627111434937,22,0.000619
2023-03-16,31TDJ,5357628,0.2936615843872924,0.2912142276763916,143,0.000619
2023-03-16,31TDJ,5424973,0.1985847685072157,0.19851577281951904,27,0.000619
2023-03-16,31TDJ,5449544,0.22660854127671984,0.2302517592906952,72,0.000619
2023-03-16,31TDJ,6999592,0.11556513963547428,0.1056862622499466,226,0.000619
2023-03-16,31TDJ,5474088,0.10442454804407868,0.09721744805574417,227,0.000619
2023-03-16,31TDJ,5496992,0.14472487189553002,0.13671875,55,0.000619
2023-03-16,31TDJ,5498418,0.2557342792379445,0.25268125534057617,29,0.000619
2023-03-16,31TDJ,5523627,0.3133725738525391,0.30355846881866455,25,0.000619
2023-03-16,31TDJ,5549116,0.3175502050490606,0.3217568099498749,42,0.000619
2023-03-16,31TDJ,5570828,0.2989909052848816,0.2989909052848816,2,0.000619
2023-03-16,31TDJ,5618599,0.40200080871582033,0.4359244704246521,160,0.000619
2023-03-16,31TDJ,5619910,0.12277791313726626,0.10328499227762222,371,0.000619
2023-03-16,31TDJ,5626249,0.20466439802568037,0.19195115566253662,182,0.000619
2023-03-16,31TDJ,5633735,0.3060491979122162,0.30032527446746826,8,0.000619
2023-03-16,31TDJ,5635629,0.25693527134982025,0.24837325513362885,22,0.000619
2023-03-16,31TDJ,5635933,0.5161044759315274,0.5392170548439026,1622,0.000619
2023-03-16,31TDJ,5638349,0.12270989748510984,0.11835577338933945,101,0.000619
2023-03-16,31TDJ,5652485,0.3749245007832845,0.3770905137062073,24,0.000619
2023-03-16,31TDJ,5674754,0.2991712537862487,0.30255627632141113,59,0.000619
2023-03-16,31TDJ,5767606,0.34194469451904297,0.3415151834487915,44,0.000619
2023-03-16,31TDJ,5773912,0.30090134794061835,0.3027472496032715,44,0.000619
2023-03-16,31TDJ,5778686,0.27538953887091744,0.2825036346912384,36,0.000619
2023-03-16,31TDJ,5780201,0.31040010219667014,0.3196907639503479,41,0.000619
2023-03-16,31TDJ,10025049,0.22055539419484693,0.2199999988079071,43,0.000619
2023-03-16,31TDJ,5844963,0.28347477160002055,0.28343796730041504,38,0.000619
2023-03-16,31TDJ,5846332,0.23235215743382773,0.219281405210495,48,0.000619
2023-03-16,31TDJ,5846435,0.2751787802330533,0.27235937118530273,133,0.000619
2023-03-16,31TDJ,5883730,0.1266816409666147,0.10093056410551071,67,0.000619
2023-03-16,31TDJ,5899046,0.38192208607991535,0.4059160351753235,24,0.000619
2023-03-16,31TDJ,5948899,0.12359512213504675,0.11178300529718399,132,0.000619
2023-03-16,31TDJ,5978944,0.30442307545588565,0.3125475347042084,13,0.000619
2023-03-16,31TDJ,5984628,0.2841124101118608,0.29427847266197205,99,0.000619
